furry_status,age,gender,gender_alignment,orientation,country,religion,occupation,education,howfurry,howoften_write,howoften_draw,opinion_artwork,opinion_writing,opinion_online_communities,opinion_conventions,opinion_fursuiting,importance_artwork,importance_writing,importance_online_communities,importance_conventions,importance_fursuiting
furry_adjacent,21,"Male, completely",cisgender,Mostly heterosexual,us,Agnostic,student,ongoing_university,3,Monthly,Never,9,7,,2,2,2,2,2,1,1
furry,30,"Female, completely",cisgender,"Bisexual, leaning heterosexual",us,,creative_furry,graduate_postcollege,9,Less than once a year,Daily,8,7,,8,8,10,8,9,10,9
furry,23,"Male, completely",cisgender,Completely heterosexual,us,"Christian, Catholic",student,technical_college,9,Never,Never,8,8,,10,9,10,8,8,8,8
furry,27,"Male, completely",cisgender,Mostly heterosexual,us,,Other,ongoing_university,8,Never,Several times a year,10,8,,9,10,10,8,10,10,10
furry,18,"Male, completely",cisgender,Completely heterosexual,nl,Atheist,student,graduate_highschool,2,Never,Never,7,5,,5,10,8,8,10,8,7
furry,20,"Male, completely",cisgender,Mostly heterosexual,fi,Atheist,student,ongoing_university,4,Yearly,Less than once a year,10,9,,7,9,10,10,10,9,8
furry,18,Genderqueer/genderfluid,complicated,Pansexual,us,Pagan,unemployed,some_highschool,7,Several times a year,Weekly,10,7,,,9,10,9,10,7,8
furry,20,"Male, completely",cisgender,Mostly heterosexual,us,Atheist,unemployed,graduate_highschool,8,Never,Never,8,5,,8,7,10,7,10,10,7
furry,20,"Male, completely",cisgender,"Bisexual, leaning heterosexual",gb,Agnostic,student,technical_college,7,Never,Never,7,6,,6,5,10,7,7,8,8
furry,31,"Male, completely",cisgender,Bisexual,us,"Christian, Protestant",professional,technical_college,7,Several times a year,Never,10,10,,8,7,10,9,9,8,9
furry,31,"Male, completely",cisgender,"Bisexual, leaning heterosexual",us,Agnostic,professional,technical_college,7,Several times a year,Never,8,8,,6,9,9,9,9,5,7
furry_related,29,Mostly male,transgender,Bisexual,us,,unemployed,some_university,4,Never,Never,9,6,,9,9,10,7,9,9,8
furry,19,"Male, completely",cisgender,Mostly heterosexual,us,Atheist,professional,ongoing_highschool,4,Weekly,Never,10,8,,6,4,10,8,9,7,7
furry,21,Neutrois/agender,transgender,Asexual,us,Atheist,student,ongoing_university,7,,Never,10,8,,10,8,8,3,10,9,8
furry,23,Mostly female,cisgender,"Bisexual, leaning heterosexual",us,Atheist,student,ongoing_university,3,Never,Several times a year,10,5,,7,4,9,8,10,10,10
furry,22,"Male, completely",cisgender,Asexual,us,"Christian, Protestant",student,ongoing_university,4,Never,Weekly,10,5,,5,5,10,8,9,8,6
furry,21,Mostly male,cisgender,"Bisexual, leaning heterosexual",us,Atheist,unemployed,graduate_highschool,4,Yearly,Less than once a year,10,10,,2,3,9,7,10,6,5
furry,18,"Male, completely",cisgender,Asexual,us,Atheist,student,ongoing_highschool,8,Weekly,Weekly,10,10,,9,9,10,8,10,9,8
furry,24,Genderqueer/genderfluid,transgender,Bisexual,us,Pagan,service,some_university,6,Never,Several times a month,9,8,,9,9,9,7,9,9,8
fur_fan,21,"Male, completely",cisgender,Mostly heterosexual,it,Agnostic,student,some_university,8,Never,Weekly,10,9,,8,8,10,9,10,9,8
furry,22,"Male, completely",cisgender,"Bisexual, leaning heterosexual",us,"Christian, Catholic",student,ongoing_university,8,Monthly,Daily,9,5,,10,10,10,6,10,10,9
furry,20,"Male, completely",cisgender,Completely heterosexual,us,"Christian, Protestant",student,some_university,4,Never,Never,8,7,,9,8,10,4,8,9,9
furry,21,"Male, completely",cisgender,Completely homosexual,gb,"Christian, Protestant",student,graduate_university,8,Several times a year,Several times a year,9,9,,9,10,10,9,10,10,8
furry,26,Genderqueer/genderfluid,complicated,Pansexual,us,Atheist,technical_it,graduate_university,7,Less than once a year,Less than once a year,8,6,,8,6,9,8,10,6,2
furry_related,0,"Female, completely",cisgender,Mostly heterosexual,cz,Atheist,student,ongoing_highschool,3,Yearly,Weekly,10,8,,3,9,10,10,5,9,10
furry,20,"Male, completely",cisgender,Completely heterosexual,br,"Christian, Catholic",student,ongoing_university,3,Never,Never,10,8,,3,7,10,4,10,10,10
postfurry,25,"Male, completely",cisgender,Bisexual,ca,Agnostic,student,ongoing_university,1,Never,Never,10,1,,1,1,10,1,1,1,1
furry,24,"Male, completely",cisgender,Completely homosexual,us,Atheist,student,ongoing_university,8,Never,Never,10,7,,8,8,10,8,10,8,8
furry,22,"Male, completely",cisgender,Bisexual,us,Agnostic,Other,graduate_highschool,6,Never,Never,10,8,,,8,10,9,9,9,9
furry,20,"Male, completely",cisgender,Completely homosexual,us,"Christian, Protestant",student,graduate_highschool,8,Several times a month,Several times a month,10,10,,10,10,7,7,10,6,6
furry_related,22,"Male, completely",cisgender,Mostly heterosexual,us,,student,Other,8,Never,Weekly,6,3,,5,8,6,6,8,10,10
furry,16,"Male, completely",cisgender,Mostly heterosexual,us,"Christian, Orthodox",student,ongoing_highschool,7,Several times a month,Daily,7,5,,8,6,7,6,8,9,5
furry_adjacent,19,"Male, completely",cisgender,Mostly heterosexual,us,Atheist,service,some_highschool,8,Never,Never,10,5,,5,5,10,5,9,8,6
furry,26,"Male, completely",cisgender,"Bisexual, leaning heterosexual",us,Atheist,sales_support,graduate_highschool,8,Several times a year,Never,10,10,,9,8,10,9,10,10,8
furry,18,"Male, completely",cisgender,Completely homosexual,ca,Buddhist,student,ongoing_highschool,6,Never,Several times a year,8,7,,8,8,10,10,10,8,8
furry,17,"Male, completely",cisgender,Mostly heterosexual,id,Muslim,student,ongoing_highschool,8,Never,Never,9,5,,7,7,9,8,8,9,
furry_adjacent,19,"Male, completely",cisgender,"Bisexual, leaning heterosexual",ca,Atheist,student,ongoing_highschool,3,Never,Never,7,4,,5,5,9,6,8,7,5
furry,18,"Male, completely",cisgender,Mostly heterosexual,it,Atheist,student,ongoing_highschool,8,Less than once a year,Several times a year,10,5,,7,7,10,6,10,7,8
furry,29,"Male, completely",cisgender,Mostly homosexual,us,"Christian, Protestant",professional,graduate_university,8,Several times a year,Never,10,7,,9,9,10,9,10,10,9
furry,24,"Male, completely",cisgender,Mostly homosexual,us,Agnostic,sales_support,graduate_university,6,Never,Never,10,9,,9,8,10,9,9,9,9
furry,21,Mostly male,cisgender,"Bisexual, leaning heterosexual",us,"Christian, Catholic",student,technical_college,5,Several times a month,Daily,10,9,,9,8,10,10,10,10,10
furry,28,"Male, completely",cisgender,Other,gb,Atheist,student,advanced_degree,5,Yearly,Never,10,6,,5,8,10,5,10,8,8
furry,23,"Male, completely",cisgender,Mostly heterosexual,ar,Atheist,student,ongoing_university,4,Never,Yearly,8,5,,9,6,9,6,10,10,6
furry,33,"Female, completely",cisgender,Other,us,Agnostic,unemployed,ongoing_university,10,Never,Never,10,10,,10,10,10,10,10,10,10
furry,20,"Male, completely",cisgender,Completely heterosexual,fi,"Christian, Protestant",student,Other,7,Never,Never,9,6,,8,8,10,5,9,8,8
furry,23,"Male, completely",cisgender,"Bisexual, leaning homosexual",mx,"Christian, Catholic",technical_it,graduate_university,8,Never,Never,10,8,,10,9,10,8,10,10,9
furry,20,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,Atheist,student,ongoing_university,4,Never,Never,9,10,,9,9,9,8,10,9,8
furry,19,"Male, completely",cisgender,Mostly homosexual,gb,Atheist,unemployed,technical_college,8,Less than once a year,Never,10,10,,10,10,9,8,10,10,8
furry,18,"Male, completely",cisgender,Mostly homosexual,nl,"Christian, Catholic",student,technical_college,7,Never,Never,9,5,,7,8,8,7,6,7,7
furry,25,"Male, completely",,Mostly homosexual,ca,,student,ongoing_university,7,Never,Never,9,7,,,,9,9,9,8,7
furry,21,"Male, completely",cisgender,Mostly heterosexual,au,Agnostic,student,ongoing_university,4,Never,Never,8,6,,9,9,9,5,9,8,8
fur_fan,20,"Male, completely",cisgender,Mostly heterosexual,us,Atheist,student,ongoing_university,3,Never,Never,8,7,,6,6,9,6,8,8,6
furry,35,"Male, completely",cisgender,Completely heterosexual,us,"Christian, Protestant",sales_support,some_university,5,Never,Never,10,8,,8,8,10,7,10,6,8
furry,26,"Male, completely",cisgender,Bisexual,gb,Agnostic,administrative,graduate_university,6,Never,Never,9,8,,8,8,10,10,10,9,10
furry,22,"Male, completely",cisgender,Mostly homosexual,us,Atheist,unemployed,graduate_university,8,Yearly,Several times a year,10,10,,10,10,9,8,10,8,5
furry,22,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,Atheist,student,some_university,7,Never,Never,9,,,,9,9,9,10,7,8
furry,17,"Male, completely",cisgender,"Bisexual, leaning homosexual",gb,Atheist,student,ongoing_highschool,6,Monthly,Never,8,8,,5,5,8,8,10,7,7
furry_adjacent,27,"Female, completely",cisgender,Mostly heterosexual,us,Agnostic,technical_it,technical_college,4,Less than once a year,Less than once a year,6,6,,6,5,10,5,10,8,8
furry_related,22,Mostly male,cisgender,"Bisexual, leaning heterosexual",us,"Christian, Catholic",student,technical_college,6,Daily,Never,10,9,,8,9,10,10,10,8,9
furry,18,"Male, completely",cisgender,Mostly heterosexual,gb,Atheist,student,ongoing_highschool,10,Never,Several times a month,10,10,,10,10,10,7,10,10,9
furry,22,"Female, completely",cisgender,Asexual,us,Agnostic,student,ongoing_university,4,Never,Weekly,5,5,,5,5,10,8,10,9,9
furry,26,"Male, completely",cisgender,Bisexual,ie,Atheist,creative_furry,graduate_highschool,8,Weekly,Daily,8,8,,,,10,10,10,10,10
furry,19,"Male, completely",cisgender,"Bisexual, leaning homosexual",si,"Christian, Catholic",student,ongoing_highschool,10,Never,Never,10,10,,10,10,10,7,10,10,7
furry_lifestyler,18,"Male, completely",cisgender,"Bisexual, leaning heterosexual",de,Atheist,student,graduate_highschool,9,Never,Never,9,5,,9,9,9,6,10,8,8
furry,29,"Male, completely",cisgender,Asexual,us,Atheist,Other,ongoing_postcollege,3,Never,Never,3,5,,10,10,10,5,9,10,10
furry,20,"Male, completely",,Bisexual,ca,Atheist,student,graduate_highschool,5,Never,Monthly,10,10,,8,8,10,7,10,8,8
furry,22,"Male, completely",cisgender,"Bisexual, leaning heterosexual",mx,Agnostic,student,ongoing_university,8,Several times a year,Several times a month,10,9,,10,10,9,8,10,10,8
furry,27,Mostly male,cisgender,Pansexual,ca,Atheist,unemployed,advanced_degree,9,Several times a year,Never,8,10,,7,8,7,8,10,9,7
furry,50,"Male, completely",cisgender,Mostly heterosexual,dk,Atheist,professional,advanced_degree,8,Daily,Never,10,10,,10,10,10,10,10,10,10
furry_adjacent,19,Mostly male,cisgender,Completely homosexual,us,Agnostic,student,ongoing_university,5,Never,Never,7,7,,5,5,6,6,6,6,6
furry,28,"Male, completely",cisgender,Bisexual,de,"Christian, Protestant",unemployed,graduate_highschool,7,Never,Never,10,8,,8,7,10,8,2,8,8
furry,17,"Male, completely",cisgender,Other,ca,,student,some_highschool,6,Yearly,Yearly,7,5,,5,7,8,5,9,7,7
furry,33,"Male, completely",cisgender,Asexual,us,Atheist,unemployed,some_university,8,Never,Several times a year,10,10,,5,2,10,8,10,7,5
furry_adjacent,36,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,Agnostic,professional,some_university,2,,,9,9,,8,6,10,7,8,9,8
furry,20,Equal parts male and female,complicated,Pansexual,us,Pagan,student,ongoing_highschool,5,Never,Never,10,10,,10,10,10,10,10,10,10
furry,20,"Male, completely",cisgender,Completely homosexual,us,"Christian, Protestant",student,ongoing_university,3,Several times a year,Never,9,9,,9,6,10,9,10,10,8
furry_adjacent,28,"Male, completely",cisgender,Mostly heterosexual,us,Atheist,sales_support,technical_college,5,Never,Several times a month,10,10,,10,10,10,10,10,8,2
furry,26,"Female, completely",cisgender,Completely heterosexual,us,Agnostic,Other,graduate_highschool,4,Never,Daily,10,5,,8,7,10,5,9,7,6
furry,20,"Male, completely",cisgender,"Bisexual, leaning heterosexual",gb,Atheist,student,ongoing_university,7,Never,Yearly,10,5,,10,10,10,5,10,10,10
furry,21,"Male, completely",cisgender,Mostly heterosexual,cz,,student,graduate_highschool,8,Never,Several times a year,9,8,,10,10,9,7,10,9,8
furry,14,"Male, completely",cisgender,Completely heterosexual,ca,Atheist,student,some_highschool,7,Never,Several times a year,10,10,,10,10,10,5,10,10,8
furry,17,"Male, completely",cisgender,"Bisexual, leaning heterosexual",gb,Pagan,student,ongoing_highschool,6,Never,Monthly,8,4,,8,10,8,3,9,10,10
furry,17,"Male, completely",cisgender,Mostly heterosexual,us,Agnostic,student,ongoing_highschool,8,Several times a year,Weekly,10,6,,9,10,8,4,9,3,6
Other,17,"Male, completely",cisgender,Completely heterosexual,us,Agnostic,student,ongoing_highschool,1,Never,Never,3,1,,1,1,3,1,2,1,1
furry,13,"Male, completely",cisgender,Pansexual,us,Atheist,student,ongoing_highschool,10,Daily,Daily,10,10,,10,10,10,10,10,10,10
furry_lifestyler,21,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,"Christian, Protestant",student,ongoing_highschool,10,Monthly,Never,10,10,,10,10,10,10,10,10,10
furry,21,"Male, completely",cisgender,Mostly heterosexual,us,"Christian, Catholic",student,ongoing_university,5,Less than once a year,Less than once a year,9,8,,10,10,9,9,10,10,10
furry,27,Genderqueer/genderfluid,cisgender,"Bisexual, leaning homosexual",us,Atheist,student,some_university,5,Yearly,Less than once a year,10,8,,7,10,10,10,10,8,10
Other,16,"Female, completely",cisgender,Completely heterosexual,us,"Christian, Catholic",student,ongoing_highschool,2,,,,,,,,,,,,
furry,20,"Male, completely",cisgender,Pansexual,xx,Agnostic,student,ongoing_highschool,7,Daily,Never,10,10,,10,8,6,6,6,6,6
furry_lifestyler,40,Non-binary (not otherwise specified),complicated,Other,us,,creative_furry,some_highschool,7,Weekly,Weekly,6,6,,3,4,8,8,8,8,8
furry,20,"Male, completely",cisgender,"Bisexual, leaning heterosexual",us,Agnostic,student,ongoing_university,8,Never,Several times a month,9,7,,10,10,10,7,6,10,
furry,37,Mostly female,cisgender,Pansexual,ca,Atheist,sales_support,graduate_university,7,Never,Several times a year,10,6,,8,10,10,5,9,6,8
furry,27,"Male, completely",cisgender,Mostly homosexual,us,Atheist,unemployed,graduate_university,8,Never,Never,10,10,,9,10,10,8,9,10,8
furry,15,"Male, completely",cisgender,"Bisexual, leaning heterosexual",us,Jewish,student,Other,10,Never,Weekly,10,10,,10,10,10,10,10,10,10
furry,20,Mostly female,cisgender,Other,gb,,student,ongoing_university,5,Monthly,Daily,10,5,,7,4,9,6,8,6,5
furry,29,Mostly male,complicated,Mostly homosexual,us,Agnostic,student,technical_college,8,Weekly,Weekly,10,10,,10,10,8,8,8,7,7
furry,20,Equal parts male and female,transgender,Asexual,us,,technical_it,technical_college,8,Never,Several times a year,7,5,,5,7,7,7,10,10,7
furry,20,Mostly male,cisgender,Completely heterosexual,us,,creative_furry,Other,10,Monthly,Daily,5,6,,9,7,10,10,10,9,6
furry_lifestyler,34,"Male, completely",cisgender,Pansexual,us,,professional,advanced_degree,10,Never,Never,10,8,,7,8,10,10,10,10,10
furry,20,"Male, completely",cisgender,Completely heterosexual,us,Atheist,student,technical_college,6,Never,Never,9,8,,9,9,9,9,9,10,8
furry,27,"Male, completely",cisgender,Pansexual,us,Atheist,technical_it,graduate_university,5,Weekly,Never,10,7,,10,10,10,5,10,9,10
furry,18,"Male, completely",cisgender,Mostly homosexual,us,Atheist,unemployed,ongoing_highschool,7,Never,Monthly,10,9,,9,9,10,8,10,9,9
furry,17,"Male, completely",cisgender,"Bisexual, leaning heterosexual",us,Atheist,student,ongoing_highschool,5,Never,Weekly,9,7,,9,9,9,8,10,8,7
furry,29,"Male, completely",cisgender,Completely homosexual,us,,professional,advanced_degree,8,Never,Never,10,10,,9,10,10,10,10,10,9
furry,21,"Male, completely",cisgender,Mostly heterosexual,us,Agnostic,student,some_university,7,Never,Never,10,10,,10,10,10,7,10,7,6
furry,24,"Female, completely",cisgender,Completely heterosexual,us,Atheist,student,ongoing_university,4,Never,Several times a month,10,5,,5,8,10,7,10,8,7
furry,18,"Male, completely",cisgender,Completely heterosexual,us,"Christian, Catholic",student,ongoing_highschool,7,Never,Several times a month,10,10,,10,10,10,7,9,10,8
furry,26,Genderqueer/genderfluid,complicated,"Bisexual, leaning heterosexual",us,,sales_support,graduate_highschool,10,Never,Never,10,6,,4,2,10,10,10,7,5
,0,,,,xx,,,,,,,,,,,,,,,,
furry,0,"Male, completely",cisgender,Bisexual,us,"Christian, Catholic",student,ongoing_highschool,8,Never,Yearly,10,6,,8,10,10,10,10,10,10
furry,20,"Male, completely",cisgender,Pansexual,au,Agnostic,unemployed,some_highschool,4,Never,Several times a year,8,6,,7,7,8,8,10,9,8
furry,26,"Male, completely",cisgender,Completely heterosexual,gb,"Christian, Catholic",creative_furry,some_university,10,Several times a year,Yearly,10,8,,10,8,10,6,10,8,
furry,18,"Male, completely",cisgender,"Bisexual, leaning heterosexual",us,Atheist,student,some_highschool,5,Never,Never,10,10,,10,10,10,8,10,9,9
furry,19,"Male, completely",cisgender,Bisexual,us,Atheist,student,graduate_highschool,6,Never,Several times a month,10,6,,8,6,9,8,7,8,7
fur_fan,29,"Male, completely",cisgender,Completely homosexual,us,Atheist,technical_it,some_university,3,Never,Never,10,9,,,,10,10,10,6,3
furry,33,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,Agnostic,service,technical_college,7,Never,Never,10,5,,10,10,10,6,10,8,8
furry,18,"Male, completely",cisgender,Completely heterosexual,de,Atheist,student,ongoing_highschool,9,Never,Several times a year,10,10,,10,10,10,10,10,10,10
fur_fan,24,"Male, completely",cisgender,Mostly homosexual,us,Agnostic,student,graduate_university,3,Never,Never,8,7,,5,5,10,8,8,6,4
furry,21,"Male, completely",cisgender,Completely homosexual,us,"Christian, Protestant",student,ongoing_university,6,Daily,Less than once a year,10,10,,8,6,10,6,9,9,9
furry,40,"Male, completely",cisgender,Mostly homosexual,us,Agnostic,technical_it,technical_college,7,Never,Less than once a year,10,9,,10,10,9,5,9,10,9
furry,24,"Male, completely",cisgender,Mostly homosexual,us,Agnostic,creative_nonfurry,graduate_university,7,Never,Never,10,7,,9,9,10,7,10,10,10
furry,19,Genderqueer/genderfluid,complicated,Completely homosexual,us,Buddhist,student,ongoing_highschool,2,Never,Weekly,10,10,,5,5,10,7,10,10,10
furry,27,"Female, completely",cisgender,Mostly heterosexual,us,"Christian, Catholic",creative_furry,graduate_university,7,Never,Daily,8,4,,7,6,10,6,9,6,8
furry,23,"Male, completely",cisgender,Completely heterosexual,sg,Atheist,unemployed,some_highschool,7,Weekly,Several times a month,8,6,,5,6,8,8,8,9,8
